service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
Chime	chime	CreateMediaInsightsPipelineConfiguration	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaInsightsPipelineConfiguration.html	aws:TagKeys, aws:RequestTag/${TagKey}	chime:TagResource, iam:PassRole, kinesis:DescribeStream, s3:ListBucket
Chime	chime	CreateMediaLiveConnectorPipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaLiveConnectorPipeline.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateMediaPipelineKinesisVideoStreamPool	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaPipelineKinesisVideoStreamPool.html	aws:TagKeys, aws:RequestTag/${TagKey}	kinesis:DescribeStream, kinesisvideo:CreateStream, kinesisvideo:GetDataEndpoint, kinesisvideo:ListStreams
Chime	chime	CreateMediaStreamPipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_CreateMediaStreamPipeline.html	aws:TagKeys, aws:RequestTag/${TagKey}	kinesisvideo:DescribeStream, kinesisvideo:GetDataEndpoint, kinesisvideo:PutMedia
Chime	chime	CreateMeeting	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateMeeting.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Chime	chime	CreateMeetingDialOut	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateMeetingDialOut.html		
Chime	chime	CreateMeetingWithAttendees	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateMeetingWithAttendees.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Chime	chime	CreatePhoneNumberOrder	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreatePhoneNumberOrder.html		
Chime	chime	CreateProxySession	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateProxySession.html		
Chime	chime	CreateRoom	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateRoom.html		
Chime	chime	CreateRoomMembership	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateRoomMembership.html		
Chime	chime	CreateSipMediaApplication	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateSipMediaApplication.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateSipMediaApplicationCall	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateSipMediaApplicationCall.html		
Chime	chime	CreateSipRule	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateSipRule.html		
Chime	chime	CreateUser	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateUser.html		
Chime	chime	CreateVoiceConnector	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateVoiceConnector.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Chime	chime	CreateVoiceConnectorGroup	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_CreateVoiceConnectorGroup.html		
Chime	chime	CreateVoiceProfile	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_voice-chime_CreateVoiceProfile.html		
Chime	chime	CreateVoiceProfileDomain	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_voice-chime_CreateVoiceProfileDomain.html	aws:TagKeys, aws:RequestTag/${TagKey}	chime:TagResource, kms:CreateGrant, kms:DescribeKey
Chime	chime	DeleteAccount	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteAccount.html		
Chime	chime	DeleteAccountOpenIdConfig	Write		https://docs.aws.amazon.com/chime/latest/ag/okta_sso.html		
Chime	chime	DeleteApiKey	Write		https://docs.aws.amazon.com/chime/latest/ag/okta_sso.html		
Chime	chime	DeleteAppInstance	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DeleteAppInstance.html		
Chime	chime	DeleteAppInstanceAdmin	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DeleteAppInstanceAdmin.html		
Chime	chime	DeleteAppInstanceBot	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DeleteAppInstanceBot.html		
Chime	chime	DeleteAppInstanceStreamingConfigurations	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_DeleteAppInstanceStreamingConfigurations.html		
Chime	chime	DeleteAppInstanceUser	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DeleteAppInstanceUser.html		
Chime	chime	DeleteAttendee	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteAttendee.html		
Chime	chime	DeleteCDRBucket	Write		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		s3:DeleteBucket
Chime	chime	DeleteChannel	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteChannel.html		
Chime	chime	DeleteChannelBan	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteChannelBan.html		
Chime	chime	DeleteChannelFlow	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteChannelFlow.html		
Chime	chime	DeleteChannelMembership	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteChannelMembership.html		
Chime	chime	DeleteChannelMessage	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteChannelMessage.html		
Chime	chime	DeleteChannelModerator	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteChannelModerator.html		
Chime	chime	DeleteDelegate	Write		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	DeleteDomain	Write		https://docs.aws.amazon.com/chime/latest/ag/claim-domain.html		
Chime	chime	DeleteEventsConfiguration	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteEventsConfiguration.html		
Chime	chime	DeleteGroups	Write		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	DeleteMediaCapturePipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_DeleteMediaCapturePipeline.html		
Chime	chime	DeleteMediaInsightsPipelineConfiguration	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_DeleteMediaInsightsPipelineConfiguration.html		chime:ListVoiceConnectors
Chime	chime	DeleteMediaPipeline	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_DeleteMediaPipeline.html		
Chime	chime	DeleteMediaPipelineKinesisVideoStreamPool	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_DeleteMediaPipelineKinesisVideoStreamPool.html		
Chime	chime	DeleteMeeting	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteMeeting.html		
Chime	chime	DeleteMessagingStreamingConfigurations	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DeleteMessagingStreamingConfigurations.html		
Chime	chime	DeletePhoneNumber	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeletePhoneNumber.html		
Chime	chime	DeleteProxySession	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteProxySession.html		
Chime	chime	DeleteRoom	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteRoom.html		
Chime	chime	DeleteRoomMembership	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteRoomMembership.html		
Chime	chime	DeleteSipMediaApplication	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteSipMediaApplication.html		
Chime	chime	DeleteSipRule	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteSipRule.html		
Chime	chime	DeleteVoiceConnector	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnector.html		logs:CreateLogDelivery, logs:DeleteLogDelivery, logs:GetLogDelivery, logs:ListLogDeliveries
Chime	chime	DeleteVoiceConnectorEmergencyCallingConfiguration	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorEmergencyCallingConfiguration.html		
Chime	chime	DeleteVoiceConnectorGroup	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorGroup.html		
Chime	chime	DeleteVoiceConnectorOrigination	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorOrigination.html		
Chime	chime	DeleteVoiceConnectorProxy	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorProxy.html		
Chime	chime	DeleteVoiceConnectorStreamingConfiguration	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorStreamingConfiguration.html		
Chime	chime	DeleteVoiceConnectorTermination	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorTermination.html		
Chime	chime	DeleteVoiceConnectorTerminationCredentials	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DeleteVoiceConnectorTerminationCredentials.html		
Chime	chime	DeleteVoiceProfile	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_voice-chime_DeleteVoiceProfile.html		
Chime	chime	DeleteVoiceProfileDomain	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_voice-chime_DeleteVoiceProfileDomain.html		
Chime	chime	DeregisterAppInstanceUserEndpoint	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DeregisterAppInstanceUserEndpoint.html		
Chime	chime	DescribeAppInstance	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DescribeAppInstance.html		
Chime	chime	DescribeAppInstanceAdmin	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DescribeAppInstanceAdmin.html		
Chime	chime	DescribeAppInstanceBot	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DescribeAppInstanceBot.html		
Chime	chime	DescribeAppInstanceUser	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DescribeAppInstanceUser.html		
Chime	chime	DescribeAppInstanceUserEndpoint	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_DescribeAppInstanceUserEndpoint.html		
Chime	chime	DescribeChannel	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannel.html		
Chime	chime	DescribeChannelBan	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannelBan.html		
Chime	chime	DescribeChannelFlow	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannelFlow.html		
Chime	chime	DescribeChannelMembership	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannelMembership.html		
Chime	chime	DescribeChannelMembershipForAppInstanceUser	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannelMembershipForAppInstanceUser.html		
Chime	chime	DescribeChannelModeratedByAppInstanceUser	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannelModeratedByAppInstanceUser.html		
Chime	chime	DescribeChannelModerator	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DescribeChannelModerator.html		
Chime	chime	DisassociateChannelFlow	Write		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_DisassociateChannelFlow.html		
Chime	chime	DisassociatePhoneNumberFromUser	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DisassociatePhoneNumberFromUser.html		
Chime	chime	DisassociatePhoneNumbersFromVoiceConnector	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DisassociatePhoneNumbersFromVoiceConnector.html		
Chime	chime	DisassociatePhoneNumbersFromVoiceConnectorGroup	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DisassociatePhoneNumbersFromVoiceConnectorGroup.html		
Chime	chime	DisassociateSigninDelegateGroupsFromAccount	Write		https://docs.aws.amazon.com/chime/latest/APIReference/API_DisassociateSigninDelegateGroupsFromAccount.html		
Chime	chime	DisconnectDirectory	Write		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	GetAccount	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetAccount.html		
Chime	chime	GetAccountResource	Read		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	GetAccountSettings	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetAccountSettings.html		
Chime	chime	GetAccountWithOpenIdConfig	Read		https://docs.aws.amazon.com/chime/latest/ag/okta_sso.html		
Chime	chime	GetAppInstanceRetentionSettings	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_identity-chime_GetAppInstanceRetentionSettings.html		
Chime	chime	GetAppInstanceStreamingConfigurations	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_GetAppInstanceStreamingConfigurations.html		
Chime	chime	GetAttendee	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetAttendee.html		
Chime	chime	GetBot	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetBot.html		
Chime	chime	GetCDRBucket	Read		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		s3:GetBucketAcl, s3:GetBucketLocation, s3:GetBucketLogging, s3:GetBucketVersioning, s3:GetBucketWebsite
Chime	chime	GetChannelMembershipPreferences	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_GetChannelMembershipPreferences.html		
Chime	chime	GetChannelMessage	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_GetChannelMessage.html		
Chime	chime	GetChannelMessageStatus	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_GetChannelMessageStatus.html		
Chime	chime	GetDomain	Read		https://docs.aws.amazon.com/chime/latest/ag/claim-domain.html		
Chime	chime	GetEventsConfiguration	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetEventsConfiguration.html		
Chime	chime	GetGlobalSettings	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetGlobalSettings.html		
Chime	chime	GetMediaCapturePipeline	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_GetMediaCapturePipeline.html		
Chime	chime	GetMediaInsightsPipelineConfiguration	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_GetMediaInsightsPipelineConfiguration.html		
Chime	chime	GetMediaPipeline	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_GetMediaPipeline.html		
Chime	chime	GetMediaPipelineKinesisVideoStreamPool	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_media-pipelines-chime_GetMediaPipelineKinesisVideoStreamPool.html		
Chime	chime	GetMeeting	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetMeeting.html		
Chime	chime	GetMeetingDetail	Read		https://docs.aws.amazon.com/chime/latest/ag/control-access.html		
Chime	chime	GetMessagingSessionEndpoint	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_GetMessagingSessionEndpoint.html		
Chime	chime	GetMessagingStreamingConfigurations	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_messaging-chime_GetMessagingStreamingConfigurations.html		
Chime	chime	GetPhoneNumber	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetPhoneNumber.html		
Chime	chime	GetPhoneNumberOrder	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetPhoneNumberOrder.html		
Chime	chime	GetPhoneNumberSettings	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetPhoneNumberSettings.html		
Chime	chime	GetProxySession	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetProxySession.html		
Chime	chime	GetRetentionSettings	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetRetentionSettings.html		
Chime	chime	GetRoom	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetRoom.html		
Chime	chime	GetSipMediaApplication	Read		https://docs.aws.amazon.com/chime/latest/APIReference/API_GetSipMediaApplication.html		
Chime	chime	GetSipMediaApplicationAlexaSkillConfiguration	Read		https://docs.aws.amazon.com/chime-sdk/latest/APIReference/API_voice-chime_GetSipMediaApplicationAlexaSkillConfiguration.html		
